iso_code,continent,location,date,total_cases,new_cases,new_cases_smoothed,total_deaths,new_deaths,new_deaths_smoothed,total_cases_per_million,new_cases_per_million,new_cases_smoothed_per_million,total_deaths_per_million,new_deaths_per_million,new_deaths_smoothed_per_million,reproduction_rate,icu_patients,icu_patients_per_million,hosp_patients,hosp_patients_per_million,weekly_icu_admissions,weekly_icu_admissions_per_million,weekly_hosp_admissions,weekly_hosp_admissions_per_million,total_tests,new_tests,total_tests_per_thousand,new_tests_per_thousand,new_tests_smoothed,new_tests_smoothed_per_thousand,positive_rate,tests_per_case,tests_units,total_vaccinations,people_vaccinated,people_fully_vaccinated,total_boosters,new_vaccinations,new_vaccinations_smoothed,total_vaccinations_per_hundred,people_vaccinated_per_hundred,people_fully_vaccinated_per_hundred,total_boosters_per_hundred,new_vaccinations_smoothed_per_million,new_people_vaccinated_smoothed,new_people_vaccinated_smoothed_per_hundred,stringency_index,population,population_density,median_age,aged_65_older,aged_70_older,gdp_per_capita,extreme_poverty,cardiovasc_death_rate,diabetes_prevalence,female_smokers,male_smokers,handwashing_facilities,hospital_beds_per_thousand,life_expectancy,human_development_index,excess_mortality_cumulative_absolute,excess_mortality_cumulative,excess_mortality,excess_mortality_cumulative_per_million
AUS,Oceania,Australia,2022/1/9,1045291,72834,78961.143,2387,21,17.286,40533.667,2824.313,3061.908,92.562,0.814,0.67,1.78,325,12.603,3523,136.613,,,,,57125238,258981,2215.168,10.043,240211,9.315,0.3287,3,tests performed,44086608,20529932,19904821,3651855,99497,188334,170.96,79.61,77.19,14.16,7303,9957,0.039,45.83,25788217,3.202,37.9,15.504,10.129,44648.71,0.5,107.791,5.07,13,16.5,,3.84,83.44,0.944,,,,
AUS,Oceania,Australia,2022/1/10,1139097,93806,85969.857,2415,28,20.714,44171.22,3637.553,3333.688,93.647,1.086,0.803,1.68,342,13.262,3865,149.875,,,,,57346339,221101,2223.742,8.574,242820,9.416,0.354,2.8,tests performed,44374463,20578901,19928352,3867210,287855,223110,172.07,79.8,77.28,15,8652,16437,0.064,45.83,25788217,3.202,37.9,15.504,10.129,44648.71,0.5,107.791,5.07,13,16.5,,3.84,83.44,0.944,,,,
AUS,Oceania,Australia,2022/1/11,1223505,84408,87814.571,2465,50,25,47444.343,3273.123,3405.221,95.586,1.939,0.969,1.59,349,13.533,4006,155.342,,,,,57561497,215158,2232.085,8.343,243265,9.433,0.361,2.8,tests performed,44700720,20644440,19946441,4109839,326257,239447,173.34,80.05,77.35,15.94,9285,24141,0.094,40.28,25788217,3.202,37.9,15.504,10.129,44648.71,0.5,107.791,5.07,13,16.5,,3.84,83.44,0.944,,,,
AUS,Oceania,Australia,2022/1/12,1398776,175271,102078.143,2522,57,31.429,54240.896,6796.554,3958.325,97.797,2.21,1.219,1.54,349,13.533,4197,162.749,,,,,57850394,288897,2243.288,11.203,253146,9.816,0.4032,2.5,tests performed,45045755,20714403,19967401,4363951,345035,251371,174.68,80.33,77.43,16.92,9748,32249,0.125,40.28,25788217,3.202,37.9,15.504,10.129,44648.71,0.5,107.791,5.07,13,16.5,,3.84,83.44,0.944,,,,
AUS,Oceania,Australia,2022/1/13,1526961,128185,109214.714,2572,50,35.857,59211.577,4970.681,4235.063,99.735,1.939,1.39,1.42,361,13.999,4424,171.551,,,,,58069697,219303,2251.792,8.504,248994,9.655,0.4386,2.3,tests performed,45391353,20784959,19987928,4618466,345598,261844,176.02,80.6,77.51,17.91,10154,40266,0.156,45.83,25788217,3.202,37.9,15.504,10.129,44648.71,0.5,107.791,5.07,13,16.5,,3.84,83.44,0.944,,,,
AUS,Oceania,Australia,2022/1/14,1613249,86288,107528.429,2621,49,40.571,62557.601,3346.024,4169.673,101.636,1.9,1.573,1.31,384,14.891,4603,178.492,,,,,58321885,252188,2261.571,9.779,248085,9.62,0.4334,2.3,tests performed,45729166,20857930,20006998,4864238,337813,272214,177.33,80.88,77.58,18.86,10556,48758,0.189,45.83,25788217,3.202,37.9,15.504,10.129,44648.71,0.5,107.791,5.07,13,16.5,,3.84,83.44,0.944,,,,
AUS,Oceania,Australia,2022/1/15,1726116,112867,107665.571,2673,52,43.857,66934.29,4376.689,4174.991,103.652,2.016,1.701,1.22,392,15.201,4759,184.542,,,,,58534983,213098,2269.834,8.263,238389,9.244,0.4516,2.2,tests performed,45919637,20905692,20015852,4998093,190471,276075,178.06,81.07,77.62,19.38,10705,54403,0.211,45.83,25788217,3.202,37.9,15.504,10.129,44648.71,0.5,107.791,5.07,13,16.5,,3.84,83.44,0.944,,,,
AUS,Oceania,Australia,2022/1/16,1786007,59891,105816.571,2692,19,43.571,69256.707,2322.417,4103.291,104.389,0.737,1.69,1.13,411,15.938,5047,195.71,,,,,58785257,250274,2279.539,9.705,237146,9.196,0.4462,2.2,tests performed,46034466,20938457,20020735,5075274,114829,278265,178.51,81.19,77.64,19.68,10790,58361,0.226,45.83,25788217,3.202,37.9,15.504,10.129,44648.71,0.5,107.791,5.07,13,16.5,,3.84,83.44,0.944,,,,
AUS,Oceania,Australia,2022/1/17,1870362,84355,104466.429,2773,81,51.143,72527.775,3271.068,4050.936,107.53,3.141,1.983,1.05,419,16.248,5238,203.116,,,,,58984445,199188,2287.263,7.724,234015,9.074,0.4464,2.2,tests performed,46361913,21009044,20036097,5316772,327447,283921,179.78,81.47,77.69,20.62,11010,61449,0.238,63.43,25788217,3.202,37.9,15.504,10.129,44648.71,0.5,107.791,5.07,13,16.5,,3.84,83.44,0.944,,,,
AUS,Oceania,Australia,2022/1/18,1954977,84615,104496,2843,70,54,75808.925,3281.15,4052.083,110.244,2.714,2.094,0.97,424,16.442,5307,205.792,,,,,59149690,165245,2293.671,6.408,226885,8.798,0.4606,2.2,tests performed,46682438,21078643,20050685,5553110,320525,283103,181.02,81.74,77.75,21.53,10978,62029,0.241,63.43,25788217,3.202,37.9,15.504,10.129,44648.71,0.5,107.791,5.07,13,16.5,,3.84,83.44,0.944,,,,
AUS,Oceania,Australia,2022/1/19,2022581,67604,89115,2890,47,52.571,78430.432,2621.507,3455.648,112.067,1.823,2.039,0.9,417,16.17,5277,204.628,,,,,59362737,213047,2301.933,8.261,216049,8.378,0.4125,2.4,tests performed,47013624,21148938,20066316,5798370,331186,281124,182.31,82.01,77.81,22.48,10901,62076,0.241,63.43,25788217,3.202,37.9,15.504,10.129,44648.71,0.5,107.791,5.07,13,16.5,,3.84,83.44,0.944,,,,
AUS,Oceania,Australia,2022/1/20,2086522,63941,79937.286,2978,88,58,80909.898,2479.466,3099.76,115.479,3.412,2.249,0.86,424,16.442,5147,199.587,,,,,59549278,186541,2309.166,7.234,211369,8.196,0.3782,2.6,tests performed,47364850,21218556,20083160,6063134,351226,281928,183.67,82.28,77.88,23.51,10932,61942,0.24,63.43,25788217,3.202,37.9,15.504,10.129,44648.71,0.5,107.791,5.07,13,16.5,,3.84,83.44,0.944,,,,
AUS,Oceania,Australia,2022/1/21,2129688,43166,73777,3043,65,60.286,82583.763,1673.865,2860.88,118,2.521,2.338,0.83,417,16.17,5108,198.075,,,,,59736423,187145,2316.423,7.257,202077,7.836,0.3651,2.7,tests performed,47698880,21284622,20098787,6315471,334030,281388,184.96,82.54,77.94,24.49,10911,60956,0.236,63.43,25788217,3.202,37.9,15.504,10.129,44648.71,0.5,107.791,5.07,13,16.5,,3.84,83.44,0.944,,,,
AUS,Oceania,Australia,2022/1/22,2196870,67182,67250.571,3121,78,64,85188.906,2605.143,2607.802,121.024,3.025,2.482,0.83,384,14.891,5036,195.283,,,,,59891185,154762,2322.424,6.001,193743,7.513,0.3471,2.9,tests performed,47889638,21324245,20106005,6459388,190758,281429,185.7,82.69,77.97,25.05,10913,59793,0.232,66.2,25788217,3.202,37.9,15.504,10.129,44648.71,0.5,107.791,5.07,13,16.5,,3.84,83.44,0.944,,,,
AUS,Oceania,Australia,2022/1/23,2229104,32234,63299.571,3148,27,65.143,86438.857,1249.951,2454.593,122.071,1.047,2.526,0.81,394,15.278,5173,200.595,,,,,60052944,161759,2328.697,6.273,181098,7.023,0.3495,2.9,tests performed,48010195,21352957,20110855,6546383,120557,282247,186.17,82.8,77.98,25.39,10945,59214,0.23,66.2,25788217,3.202,37.9,15.504,10.129,44648.71,0.5,107.791,5.07,13,16.5,,3.84,83.44,0.944,,,,
AUS,Oceania,Australia,2022/1/24,2287126,58022,59537.714,3230,82,65.286,88688.799,2249.942,2308.718,125.251,3.18,2.532,0.81,395,15.317,5390,209.01,,,,,60163582,110638,2332.987,4.29,168448,6.532,0.3534,2.8,tests performed,48330551,21414046,20123268,6793237,320356,281234,187.41,83.04,78.03,26.34,10906,57857,0.224,66.2,25788217,3.202,37.9,15.504,10.129,44648.71,0.5,107.791,5.07,13,16.5,,3.84,83.44,0.944,,,,
AUS,Oceania,Australia,2022/1/25,2340046,52920,55009.857,3299,69,65.143,90740.899,2052.1,2133.139,127.927,2.676,2.526,0.8,372,14.425,5227,202.689,,,,,60297892,134310,2338.195,5.208,164029,6.361,0.3354,3,tests performed,48651936,21472820,20137891,7041225,321385,281357,188.66,83.27,78.09,27.3,10910,56311,0.218,66.2,25788217,3.202,37.9,15.504,10.129,44648.71,0.5,107.791,5.07,13,16.5,,3.84,83.44,0.944,,,,
AUS,Oceania,Australia,2022/1/26,2391062,51016,52640.143,3390,91,71.429,92719.167,1978.268,2041.248,131.455,3.529,2.77,0.8,382,14.813,5090,197.377,,,,,60459462,161570,2344.461,6.265,156675,6.075,0.336,3,tests performed,48734111,21490441,20142694,7100976,82175,245784,188.98,83.33,78.11,27.54,9531,48786,0.189,66.2,25788217,3.202,37.9,15.504,10.129,44648.71,0.5,107.791,5.07,13,16.5,,3.84,83.44,0.944,,,,
AUS,Oceania,Australia,2022/1/27,2457285,66223,52966.143,3477,87,71.286,95287.123,2567.956,2053.889,134.829,3.374,2.764,0.81,391,15.162,5021,194.701,,,,,60599918,140456,2349.907,5.447,150091,5.82,0.3529,2.8,tests performed,49037474,21543461,20160170,7333843,303363,238946,190.15,83.54,78.18,28.44,9266,46415,0.18,66.2,25788217,3.202,37.9,15.504,10.129,44648.71,0.5,107.791,5.07,13,16.5,,3.84,83.44,0.944,,,,
AUS,Oceania,Australia,2022/1/28,2523265,65980,56225.286,3632,155,84.143,97845.656,2558.533,2180.27,140.84,6.01,3.263,0.81,394,15.278,4953,192.064,,,,,60702677,102759,2353.892,3.985,138036,5.353,0.4073,2.5,tests performed,49343894,21596983,20178059,7568852,306420,235002,191.34,83.75,78.25,29.35,9113,44623,0.173,66.2,25788217,3.202,37.9,15.504,10.129,44648.71,0.5,107.791,5.07,13,16.5,,3.84,83.44,0.944,,,,
AUS,Oceania,Australia,2022/1/29,2570523,47258,53379,3718,86,85.286,99678.198,1832.542,2069.899,144.174,3.335,3.307,0.8,367,14.231,4790,185.744,,,,,60840097,137420,2359.221,5.329,135559,5.257,0.3938,2.5,tests performed,49516636,21629171,20188421,7699044,172742,232428,192.01,83.87,78.29,29.85,9013,43561,0.169,66.2,25788217,3.202,37.9,15.504,10.129,44648.71,0.5,107.791,5.07,13,16.5,,3.84,83.44,0.944,,,,
AUS,Oceania,Australia,2022/1/30,2607242,36719,54019.714,3760,42,87.429,101102.065,1423.867,2094.744,145.803,1.629,3.39,0.78,371,14.386,4947,191.832,,,,,60959433,119336,2363.848,4.628,129498,5.022,0.4171,2.4,tests performed,49607239,21647934,20194741,7764564,90603,228149,192.36,83.95,78.31,30.11,8847,42140,0.163,55.56,25788217,3.202,37.9,15.504,10.129,44648.71,0.5,107.791,5.07,13,16.5,,3.84,83.44,0.944,,,,
AUS,Oceania,Australia,2022/1/31,2580386,,,3835,75,86.429,100060.659,,,148.711,2.908,3.351,0.75,371,14.386,4954,192.103,,,,,61058489,99056,2367.689,3.841,127844,4.957,,,tests performed,49866290,21683520,20211402,7971368,259051,219391,193.37,84.08,78.37,30.91,8507,38496,0.149,55.56,25788217,3.202,37.9,15.504,10.129,44648.71,0.5,107.791,5.07,13,16.5,,3.84,83.44,0.944,,,,
AUS,Oceania,Australia,2022/2/1,2620532,40146,43906,3905,70,86.571,101617.417,1556.757,1702.561,151.426,2.714,3.357,0.73,348,13.495,4664,180.858,,,,,61151036,92547,2371.278,3.589,121878,4.726,0.3602,2.8,tests performed,50132340,21712260,20228401,8191679,266050,211486,194.4,84.19,78.44,31.77,8201,34206,0.133,55.56,25788217,3.202,37.9,15.504,10.129,44648.71,0.5,107.791,5.07,13,16.5,,3.84,83.44,0.944,,,,
AUS,Oceania,Australia,2022/2/2,2644760,24228,40079.143,3987,82,85.286,102556.916,939.499,1554.165,154.605,3.18,3.307,0.7,341,13.223,4594,178.143,,,,,61281383,130347,2376.333,5.055,117417,4.553,0.3413,2.9,tests performed,50400541,21738444,20243421,8418676,268201,238061,195.44,84.3,78.5,32.65,9231,35429,0.137,55.56,25788217,3.202,37.9,15.504,10.129,44648.71,0.5,107.791,5.07,13,16.5,,3.84,83.44,0.944,,,,
AUS,Oceania,Australia,2022/2/3,2676939,32179,35215.714,4073,86,85.143,103804.734,1247.818,1365.574,157.94,3.335,3.302,0.7,313,12.137,4448,172.482,,,,,61391571,110188,2380.605,4.273,113093,4.385,0.3114,3.2,tests performed,50653287,21763718,20258283,8631286,252746,230830,196.42,84.39,78.56,33.47,8951,31465,0.122,55.56,25788217,3.202,37.9,15.504,10.129,44648.71,0.5,107.791,5.07,13,16.5,,3.84,83.44,0.944,,,,
AUS,Oceania,Australia,2022/2/4,2704275,27336,29695.143,4154,81,74.571,104864.753,1060.019,1151.5,161.081,3.141,2.892,0.71,302,11.711,4256,165.037,,,,,61491811,100240,2384.493,3.887,112733,4.371,0.2634,3.8,tests performed,50900072,21787774,20273781,8838517,246785,222311,197.38,84.49,78.62,34.27,8621,27256,0.106,55.56,25788217,3.202,37.9,15.504,10.129,44648.71,0.5,107.791,5.07,13,16.5,,3.84,83.44,0.944,,,,
AUS,Oceania,Australia,2022/2/5,2727260,22985,26227.571,4200,46,68.857,105756.051,891.299,1017.037,162.865,1.784,2.67,0.72,284,11.013,4147,160.81,,,,,61597812,106001,2388.603,4.11,108245,4.197,0.2423,4.1,tests performed,51027861,21803823,20282518,8941520,127789,215889,197.87,84.55,78.65,34.67,8372,24950,0.097,55.56,25788217,3.202,37.9,15.504,10.129,44648.71,0.5,107.791,5.07,13,16.5,,3.84,83.44,0.944,,,,
AUS,Oceania,Australia,2022/2/6,2752507,25247,24588.714,4248,48,69.714,106735.064,979.013,953.486,164.726,1.861,2.703,0.73,292,11.323,3914,151.775,,,,,61685982,88170,2392.022,3.419,103793,4.025,0.2369,4.2,tests performed,51098236,21813079,20287496,8997661,70375,213000,198.15,84.59,78.67,34.89,8260,23592,0.091,55.56,25788217,3.202,37.9,15.504,10.129,44648.71,0.5,107.791,5.07,13,16.5,,3.84,83.44,0.944,,,,
AUS,Oceania,Australia,2022/2/7,2779880,27373,28499.143,4302,54,66.714,107796.518,1061.454,1105.123,166.82,2.094,2.587,0.73,271,10.509,3801,147.393,,,,,61768507,82525,2395.222,3.2,101431,3.933,0.281,3.6,tests performed,51313905,21831166,20300210,9182529,215669,206802,198.98,84.66,78.72,35.61,8019,21092,0.082,55.56,25788217,3.202,37.9,15.504,10.129,44648.71,0.5,107.791,5.07,13,16.5,,3.84,83.44,0.944,,,,
AUS,Oceania,Australia,2022/2/8,2811390,31510,27265.429,4373,71,66.857,109018.394,1221.876,1057.282,169.574,2.753,2.593,0.73,274,10.625,3588,139.133,,,,,61854639,86132,2398.562,3.34,100515,3.898,0.2713,3.7,tests performed,51533463,21849002,20313139,9371322,219558,200160,199.83,84.72,78.77,36.34,7762,19535,0.076,55.56,25788217,3.202,37.9,15.504,10.129,44648.71,0.5,107.791,5.07,13,16.5,,3.84,83.44,0.944,,,,
AUS,Oceania,Australia,2022/2/9,2822873,11483,25444.714,4422,49,62.143,109463.675,445.281,986.68,171.474,1.9,2.41,0.72,267,10.354,3414,132.386,,,,,61968530,113891,2402.978,4.416,98164,3.807,0.2592,3.9,tests performed,51747277,21865954,20326872,9554451,213814,192391,200.66,84.79,78.82,37.05,7460,18216,0.071,55.56,25788217,3.202,37.9,15.504,10.129,44648.71,0.5,107.791,5.07,13,16.5,,3.84,83.44,0.944,,,,
AUS,Oceania,Australia,2022/2/10,2854123,31250,25312,4479,57,58,110675.469,1211.794,981.534,173.684,2.21,2.249,0.76,258,10.005,3293,127.694,,,,,62063166,94636,2406.648,3.67,95942,3.72,0.2638,3.8,tests performed,51948284,21880794,20339977,9727513,201007,185000,201.44,84.85,78.87,37.72,7174,16725,0.065,55.56,25788217,3.202,37.9,15.504,10.129,44648.71,0.5,107.791,5.07,13,16.5,,3.84,83.44,0.944,,,,
AUS,Oceania,Australia,2022/2/11,2876687,22564,24630.286,4543,64,55.571,111550.442,874.973,955.098,176.166,2.482,2.155,0.79,257,9.966,3126,121.218,,,,,62163476,100310,2410.538,3.89,95952,3.721,0.2567,3.9,tests performed,52150693,21895835,20353147,9901711,202409,178660,202.23,84.91,78.92,38.4,6928,15437,0.06,55.56,25788217,3.202,37.9,15.504,10.129,44648.71,0.5,107.791,5.07,13,16.5,,3.84,83.44,0.944,,,,
AUS,Oceania,Australia,2022/2/12,2902294,25607,25004.857,4593,50,56.143,112543.415,992.973,969.623,178.105,1.939,2.177,0.82,223,8.647,3010,116.72,,,,,62235928,72452,2413.347,2.81,91159,3.535,0.2743,3.6,tests performed,52258992,21906946,20360127,9991919,108299,175876,202.65,84.95,78.95,38.75,6820,14732,0.057,55.56,25788217,3.202,37.9,15.504,10.129,44648.71,0.5,107.791,5.07,13,16.5,,3.84,83.44,0.944,,,,
AUS,Oceania,Australia,2022/2/13,2914583,12289,23153.714,4604,11,50.857,113019.95,476.535,897.841,178.531,0.427,1.972,0.84,231,8.958,3069,119.008,,,,,62322827,86899,2416.717,3.37,90978,3.528,0.2545,3.9,tests performed,52308370,21911397,20363428,10033545,49378,172876,202.84,84.97,78.96,38.91,6704,14045,0.054,51.39,25788217,3.202,37.9,15.504,10.129,44648.71,0.5,107.791,5.07,13,16.5,,3.84,83.44,0.944,,,,
AUS,Oceania,Australia,2022/2/14,2945496,30913,23659.429,4664,60,51.714,114218.676,1198.726,917.451,180.858,2.327,2.005,0.87,222,8.609,2949,114.355,,,,,62390424,67597,2419.338,2.621,88845,3.445,0.2663,3.8,tests performed,52474947,21922677,20374213,10178057,166577,165863,203.48,85.01,79.01,39.47,6432,13073,0.051,51.39,25788217,3.202,37.9,15.504,10.129,44648.71,0.5,107.791,5.07,13,16.5,,3.84,83.44,0.944,,,,
AUS,Oceania,Australia,2022/2/15,2969890,24394,22642.857,4726,62,50.429,115164.612,945.936,878.031,183.262,2.404,1.955,0.89,223,8.647,2738,106.173,,,,,62448135,57711,2421.576,2.238,84785,3.288,0.2671,3.7,tests performed,52635184,21933086,20384601,10317497,160237,157389,204.11,85.05,79.05,40.01,6103,12012,0.047,51.39,25788217,3.202,37.9,15.504,10.129,44648.71,0.5,107.791,5.07,13,16.5,,3.84,83.44,0.944,,,,
AUS,Oceania,Australia,2022/2/16,2967316,,,4797,71,53.571,115064.799,,,186.015,2.753,2.077,0.91,224,8.686,2677,103.807,,,,,62551107,102972,2425.569,3.993,83225,3.227,,,tests performed,52791256,21943571,20393712,10453973,156072,149140,204.71,85.09,79.08,40.54,5783,11088,0.043,51.39,25788217,3.202,37.9,15.504,10.129,44648.71,0.5,107.791,5.07,13,16.5,,3.84,83.44,0.944,,,,
AUS,Oceania,Australia,2022/2/17,2990045,22729,19785.143,4833,36,50.571,115946.17,881.372,767.216,187.411,1.396,1.961,0.93,208,8.066,2528,98.029,,,,,62656365,105258,2429.651,4.082,84743,3.286,0.2335,4.3,tests performed,52941505,21954313,20403693,10583499,150249,141889,205.29,85.13,79.12,41.04,5502,10503,0.041,51.39,25788217,3.202,37.9,15.504,10.129,44648.71,0.5,107.791,5.07,13,16.5,,3.84,83.44,0.944,,,,
AUS,Oceania,Australia,2022/2/18,3013262,23217,19878.429,4878,45,47.857,116846.465,900.295,770.834,189.156,1.745,1.856,0.95,190,7.368,2467,95.664,,,,,62746248,89883,2433.136,3.485,83253,3.228,0.2388,4.2,tests performed,53096563,21967182,20414450,10714931,155058,135124,205.89,85.18,79.16,41.55,5240,10192,0.04,51.39,25788217,3.202,37.9,15.504,10.129,44648.71,0.5,107.791,5.07,13,16.5,,3.84,83.44,0.944,,,,
AUS,Oceania,Australia,2022/2/19,3030638,17376,18702.571,4912,34,45.571,117520.261,673.796,725.237,190.475,1.318,1.767,0.96,184,7.135,2392,92.756,,,,,62825366,79118,2436.204,3.068,84205,3.265,0.2221,4.5,tests performed,53183572,21976357,20420498,10786717,87009,132083,206.23,85.22,79.19,41.83,5122,9916,0.038,51.39,25788217,3.202,37.9,15.504,10.129,44648.71,0.5,107.791,5.07,13,16.5,,3.84,83.44,0.944,,,,
AUS,Oceania,Australia,2022/2/20,3048857,18219,19549.714,4929,17,46.429,118226.747,706.485,758.087,191.134,0.659,1.8,0.98,179,6.941,2416,93.686,,,,,62891271,65905,2438.76,2.556,81206,3.149,0.2407,4.2,tests performed,53224792,21980295,20423361,10821136,41220,130917,206.39,85.23,79.2,41.96,5077,9843,0.038,51.39,25788217,3.202,37.9,15.504,10.129,44648.71,0.5,107.791,5.07,13,16.5,,3.84,83.44,0.944,,,,
AUS,Oceania,Australia,2022/2/21,3074020,25163,18728.286,4966,37,43.143,119202.502,975.756,726.234,192.569,1.435,1.673,1,171,6.631,2407,93.337,,,,,62942737,51466,2440.756,1.996,78902,3.06,0.2374,4.2,tests performed,53365398,21992267,20433044,10940087,140606,127207,206.94,85.28,79.23,42.42,4933,9941,0.039,45.83,25788217,3.202,37.9,15.504,10.129,44648.71,0.5,107.791,5.07,13,16.5,,3.84,83.44,0.944,,,,
AUS,Oceania,Australia,2022/2/22,3099249,25229,18847.571,5025,59,42.714,120180.817,978.315,730.86,194.856,2.288,1.656,1,172,6.67,2322,90.041,,,,,63024944,82207,2443.943,3.188,82401,3.195,0.2287,4.4,tests performed,53497461,22004154,20441976,11051331,132063,123182,207.45,85.33,79.27,42.85,4777,10153,0.039,45.83,25788217,3.202,37.9,15.504,10.129,44648.71,0.5,107.791,5.07,13,16.5,,3.84,83.44,0.944,,,,
AUS,Oceania,Australia,2022/2/23,3124101,24852,22397.857,5062,37,37.857,121144.513,963.696,868.531,196.291,1.435,1.468,1,157,6.088,2186,84.767,,,,,63125647,100703,2447.848,3.905,82077,3.183,0.2729,3.7,tests performed,53621446,22015487,20450588,11155371,123985,118599,207.93,85.37,79.3,43.26,4599,10274,0.04,45.83,25788217,3.202,37.9,15.504,10.129,44648.71,0.5,107.791,5.07,13,16.5,,3.84,83.44,0.944,,,,
AUS,Oceania,Australia,2022/2/24,3150771,26670,22960.857,5095,33,37.429,122178.707,1034.193,890.362,197.571,1.28,1.451,1.01,157,6.088,2072,80.347,,,,,63215179,89532,2451.32,3.472,79831,3.096,0.2876,3.5,tests performed,53744582,22026289,20459281,11259012,123136,114725,208.41,85.41,79.34,43.66,4449,10282,0.04,45.83,25788217,3.202,37.9,15.504,10.129,44648.71,0.5,107.791,5.07,13,16.5,,3.84,83.44,0.944,,,,
AUS,Oceania,Australia,2022/2/25,3170574,19803,22473.143,5131,36,36.143,122946.616,767.909,871.45,198.967,1.396,1.402,1.02,150,5.817,2025,78.524,,,,,63315728,100549,2455.219,3.899,81354,3.155,0.2762,3.6,tests performed,53866202,22036909,20468250,11361043,121620,109948,208.88,85.45,79.37,44.06,4263,9961,0.039,45.83,25788217,3.202,37.9,15.504,10.129,44648.71,0.5,107.791,5.07,13,16.5,,3.84,83.44,0.944,,,,
AUS,Oceania,Australia,2022/2/26,3188117,17543,22497,5157,26,35,123626.887,680.272,872.375,199.975,1.008,1.357,1.03,137,5.313,1995,77.361,,,,,63394389,78661,2458.27,3.05,81289,3.152,0.2768,3.6,tests performed,53932803,22044111,20473343,11415349,66601,107033,209.14,85.48,79.39,44.27,4150,9679,0.038,45.83,25788217,3.202,37.9,15.504,10.129,44648.71,0.5,107.791,5.07,13,16.5,,3.84,83.44,0.944,,,,
AUS,Oceania,Australia,2022/2/27,3209599,21482,22963.143,5171,14,34.571,124459.904,833.016,890.451,200.518,0.543,1.341,1.06,136,5.274,2003,77.671,,,,,63465213,70824,2461.016,2.746,81992,3.179,0.2801,3.6,tests performed,53963467,22047151,20475638,11440678,30664,105525,209.26,85.49,79.4,44.36,4092,9551,0.037,45.83,25788217,3.202,37.9,15.504,10.129,44648.71,0.5,107.791,5.07,13,16.5,,3.84,83.44,0.944,,,,
AUS,Oceania,Australia,2022/2/28,3235017,25418,22999.571,5210,39,34.857,125445.547,985.644,891.864,202.03,1.512,1.352,1.07,131,5.08,1940,75.228,,,,,63523582,58369,2463.279,2.263,82978,3.218,0.2772,3.6,tests performed,54065507,22055898,20483240,11526369,102040,100016,209.65,85.53,79.43,44.7,3878,9090,0.035,45.83,25788217,3.202,37.9,15.504,10.129,44648.71,0.5,107.791,5.07,13,16.5,,3.84,83.44,0.944,,,,
AUS,Oceania,Australia,2022/3/1,3256772,21755,22503.286,5269,59,34.857,126289.15,843.602,872.619,204.318,2.288,1.352,1.08,121,4.692,1904,73.832,,,,,63593367,69785,2465.985,2.706,81203,3.149,0.2771,3.6,tests performed,54155508,22063566,20490408,11601534,90001,94007,210,85.56,79.46,44.99,3645,8487,0.033,45.83,25788217,3.202,37.9,15.504,10.129,44648.71,0.5,107.791,5.07,13,16.5,,3.84,83.44,0.944,,,,
AUS,Oceania,Australia,2022/3/2,3296784,40012,24669,5316,47,36.286,127840.711,1551.561,956.6,206.141,1.823,1.407,1.11,118,4.576,1837,71.234,,,,,63691521,98154,2469.792,3.806,80839,3.135,0.3052,3.3,tests performed,54241892,22070693,20497591,11673608,86384,88635,210.34,85.58,79.48,45.27,3437,7887,0.031,45.83,25788217,3.202,37.9,15.504,10.129,44648.71,0.5,107.791,5.07,13,16.5,,3.84,83.44,0.944,,,,
AUS,Oceania,Australia,2022/3/3,3321943,25159,24453.143,5354,38,37,128816.312,975.601,948.229,207.614,1.474,1.435,1.11,110,4.266,1752,67.938,,,,,63786457,94936,2473.473,3.681,81611,3.165,0.2996,3.3,tests performed,54327853,22078148,20505135,11744570,85961,83324,210.67,85.61,79.51,45.54,3231,7408,0.029,48.61,25788217,3.202,37.9,15.504,10.129,44648.71,0.5,107.791,5.07,13,16.5,,3.84,83.44,0.944,,,,
AUS,Oceania,Australia,2022/3/4,3344659,22716,24869.286,5402,48,38.714,129697.179,880.867,964.366,209.476,1.861,1.501,1.11,112,4.343,1752,67.938,,,,,63878542,92085,2477.044,3.571,80402,3.118,0.3093,3.2,tests performed,54418534,22085942,20513850,11818742,90681,78905,211.02,85.64,79.55,45.83,3060,7005,0.027,48.61,25788217,3.202,37.9,15.504,10.129,44648.71,0.5,107.791,5.07,13,16.5,,3.84,83.44,0.944,,,,
AUS,Oceania,Australia,2022/3/5,3362035,17376,24845.429,5416,14,37,130370.975,673.796,963.441,210.018,0.543,1.435,1.13,113,4.382,1737,67.356,,,,,63958888,80346,2480.159,3.116,80643,3.127,0.3081,3.2,tests performed,54469705,22091094,20520964,11857647,51171,76700,211.22,85.66,79.57,45.98,2974,6712,0.026,48.61,25788217,3.202,37.9,15.504,10.129,44648.71,0.5,107.791,5.07,13,16.5,,3.84,83.44,0.944,,,,
