Melbourne,2022-04-01 00:00:00,2022-05-01 00:00:00
Sydney,2022-04-01 00:00:00,2022-05-01 00:00:00
Brisbane,2022-04-01 00:00:00,2022-05-01 00:00:00
Adelaide,2022-04-01 00:00:00,2022-05-01 00:00:00
Canberra,2022-04-01 00:00:00,2022-05-01 00:00:00
Darwin,2022-04-01 00:00:00,2022-05-01 00:00:00
Perth (WA),2022-04-01 00:00:00,2022-05-01 00:00:00
Hobart,2022-04-01 00:00:00,2022-05-01 00:00:00
